,Employee_ID,Date_of_Joining,Gender,Company_Type,WFH_Setup_Available,Designation,Resource_Allocation,Mental_Fatigue_Score,Burn_Rate
1498,fffe33003100360038003500,2008-02-07,Male,Service,No,2.0,5.0,6.5,0.59
3349,fffe32003700330032003800,2008-09-10,Female,Service,Yes,0.0,1.0,4.0,0.25
10917,fffe31003000360034003100,2008-07-18,Female,Service,Yes,1.0,3.0,6.1,0.39
6801,fffe33003100390033003600,2008-07-19,Female,Product,Yes,2.0,3.0,3.8,0.2
3870,fffe3100390030003500,2008-06-28,Male,Service,Yes,2.0,3.0,6.3,0.41
5945,fffe32003500360030003800,2008-09-04,Male,Service,No,2.0,5.0,4.2,0.34
10161,fffe32003000340036003800,2008-03-19,Male,Product,No,3.0,8.0,7.5,0.72
13813,fffe33003200300034003200,2008-02-26,Male,Service,Yes,2.0,4.0,5.5,0.46
3330,fffe32003000340034003500,2008-05-15,Female,Product,Yes,1.0,2.0,3.4,0.17
21658,fffe33003300350031003200,2008-02-08,Female,Service,Yes,0.0,1.0,1.6,0.02
11276,fffe3700340032003900,2008-11-17,Female,Service,Yes,2.0,3.0,5.1,0.45
11262,fffe3200340039003900,2008-02-20,Female,Product,Yes,1.0,3.0,5.3,0.31
7268,fffe31003500390035003400,2008-11-28,Female,Service,Yes,3.0,7.0,6.9,0.57
11804,fffe32003900310037003900,2008-02-16,Female,Product,No,0.0,1.0,1.7,0.14
386,fffe32003600320034003600,2008-07-06,Male,Service,Yes,1.0,2.0,3.8,0.22
7902,fffe32003500390037003800,2008-05-08,Male,Service,Yes,2.0,4.0,6.8,0.47
17877,fffe32003700300031003800,2008-12-22,Female,Product,No,2.0,3.0,5.9,0.39
21549,fffe3100390030003000,2008-04-30,Female,Product,No,3.0,7.0,5.7,0.53
21594,fffe31003400330032003000,2008-05-10,Male,Product,No,4.0,7.0,6.8,0.61
7963,fffe3200340033003400,2008-06-11,Female,Product,Yes,0.0,1.0,4.0,0.21
15514,fffe32003600360030003600,2008-04-07,Male,Service,Yes,2.0,3.0,6.4,0.44
7793,fffe3600340034003400,2008-10-25,Female,Product,Yes,0.0,1.0,0.0,0.0
7208,fffe32003700340036003200,2008-12-21,Female,Service,No,5.0,10.0,8.4,0.77
2672,fffe32003700360033003100,2008-04-27,Male,Product,No,3.0,5.0,8.3,0.63
2609,fffe3100360032003400,2008-01-13,Male,Service,Yes,2.0,5.0,7.1,0.64
5604,fffe3600390032003400,2008-10-14,Female,Product,Yes,3.0,7.0,8.6,0.74
15770,fffe3700330032003700,2008-10-12,Female,Product,Yes,1.0,3.0,5.5,0.35
12618,fffe31003000360038003600,2008-09-25,Male,Service,No,3.0,6.0,6.5,0.63
7406,fffe32003400300032003700,2008-02-07,Male,Service,No,2.0,4.0,5.2,0.49
5830,fffe33003300380036003200,2008-03-31,Male,Service,Yes,2.0,4.0,5.6,0.45
6481,fffe31003400330033003600,2008-07-22,Female,Service,Yes,3.0,5.0,6.1,0.37
12298,fffe32003600360039003600,2008-05-10,Male,Service,Yes,1.0,1.0,4.8,0.24
16529,fffe3300310030003600,2008-10-02,Female,Service,Yes,3.0,5.0,6.4,0.48
6224,fffe3500330031003300,2008-02-21,Male,Service,No,2.0,6.0,6.3,0.6
12978,fffe33003400320038003300,2008-08-29,Female,Product,Yes,3.0,4.0,5.2,0.33
10376,fffe32003900300034003100,2008-05-07,Female,Product,Yes,2.0,4.0,7.0,0.59
